ID	Age	Sex	Hand	HK1	HK2	HK3	HK4	HK5	HK6	HK7	HK8	HK9	HK10	HK11	HK12	HK13	HK14	HK15	CONF	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	PI13	PI14	PI15	PI16	PI17	PI18	PI19	PI20
387	22	Female	R	1	4	5	1	5	5	5	2	1	2	2	1	4	5	5	1	5	4	2	5	5	4	5	2	1	5	5	5	2	5	4	3	2	5	2	5
388	21	Male	R	4	1	2	2	2	5	5	5	4	4	4	2	2	2	2	2	3	1	4	2	2	3	2	4	2	2	1	1	4	1	2	1	4	1	2	2
389	19	Female	L	4	1	1	4	2	4	4	5	4	4	5	2	4	1	4	3	2	4	5	1	2	4	1	4	1	1	1	1	4	1	1	1	5	1	4	2
390	19	Female	R	3	1	2	4	2	5	5	4	4	4	3	3	2	2	2	3	3	1	4	1	1	2	1	4	2	1	1	1	5	2	1	1	4	1	3	1
391	19	Male	R	1	1	2	2	4	5	5	5	2	4	5	4	1	1	5	1	4	2	2	4	4	4	2	3	1	3	1	3	5	4	2	2	3	4	1	5
392	20	Female	R	4	1	2	4	4	5	5	5	4	4	4	4	2	3	4	2	2	5	5	3	2	3	1	4	2	2	4	3	2	2	2	3	2	1	2	3
393	19	Female	R	5	1	1	5	4	5	4	4	5	4	5	5	1	1	2	4	2	3	5	2	1	2	1	4	2	2	1	1	4	2	2	1	3	1	2	4
394	28	Male	R	2	1	2	2	1	5	4	5	2	4	2	4	1	1	2	2	3	2	5	2	1	2	1	4	3	1	1	1	2	1	1	1	4	1	1	1
395	21	Male	R	2	1	1	4	2	5	4	5	3	5	1	4	2	2	3	2	2	2	3	3	2	2	1	4	3	2	2	2	5	2	1	1	4	1	3	2
396	18	Male	R	2	1	3	2	4	5	4	4	2	4	4	4	2	2	5	2	3	2	5	2	1	2	1	3	2	2	1	3	4	2	1	1	2	1	2	1
397	21	Female	R	2	2	3	4	3	5	4	5	2	3	5	4	3	3	4	2	4	3	4	3	2	4	1	4	2	2	2	4	5	1	1	2	4	1	4	4
398	20	Male	R	4	1	2	5	2	5	4	4	3	4	2	5	1	1	2	4	2	3	5	2	1	2	3	4	2	3	1	1	4	1	3	1	4	1	3	1
399	20	Female	R	1	1	4	2	4	5	5	5	2	4	4	3	2	2	5	1	4	2	4	5	4	4	4	3	1	3	4	4	5	4	2	2	4	2	2	2
400	25	Female	R	4	1	1	5	1	5	5	5	5	5	2	4	3	1	1	4	2	1	5	1	1	1	1	5	2	1	1	1	4	1	1	1	5	1	4	1
401	22	Female	R	4	4	2	4	2	5	5	5	4	5	2	2	2	1	3	4	2	1	4	2	2	3	1	4	4	2	1	2	5	1	1	1	4	1	4	2
402	21	Female	R	5	1	2	3	3	5	4	4	3	4	3	4	1	1	2	3	2	2	4	2	4	2	1	4	3	2	2	1	4	3	1	2	4	1	1	2
403	24	Male	R	2	2	5	5	1	5	4	5	4	5	2	2	2	2	4	4	2	2	4	4	1	2	1	5	4	1	2	2	4	1	1	1	4	1	1	4
404	20	Male	R	2	2	3	4	2	5	4	4	3	5	4	4	4	4	4	2	4	5	4	3	2	2	2	4	3	2	2	2	5	2	2	2	4	2	2	3
405	20	Male	R	2	2	3	3	3	5	5	5	2	5	2	4	2	1	3	3	3	2	5	4	4	2	2	3	2	4	1	3	4	4	2	1	3	2	2	2
406	21	Male	R	1	1	4	2	4	5	4	5	4	5	4	5	2	1	4	1	4	1	4	4	1	3	2	3	2	1	3	3	3	1	1	1	2	1	2	1
407	23	Male	R	3	1	2	2	2	5	2	4	4	4	4	4	2	2	2	2	3	3	4	2	2	3	2	3	3	2	2	2	4	2	2	1	2	2	3	2
408	22	Female	L	4	1	2	4	2	5	5	4	4	4	2	3	1	1	2	3	3	2	4	2	2	2	1	3	3	1	1	2	5	2	2	1	4	2	3	1
409	22	Male	R	4	1	1	4	2	5	5	4	4	2	4	1	3	3	4	4	3	4	4	3	2	4	1	4	2	3	2	4	2	2	1	2	2	4	2	4
410	23	Female	R	5	1	1	4	3	5	5	5	4	5	5	4	1	1	2	2	2	1	5	2	2	4	1	4	2	4	1	2	4	1	1	1	4	1	2	4
411	19	Female	R	4	1	4	3	4	5	4	5	4	5	3	5	2	2	4	2	3	2	5	3	4	4	4	4	2	3	4	5	3	4	4	4	2	1	2	4
412	21	Male	R	4	1	1	4	4	5	3	5	4	4	1	5	2	1	4	3	2	1	5	1	1	2	1	5	3	1	1	1	4	1	1	1	5	1	2	2
413	20	Male	R	2	1	4	3	4	5	5	5	2	4	4	4	2	2	4	1	4	2	4	2	4	2	3	2	2	2	2	3	5	2	3	2	3	2	2	4
414	22	Male	R	2	1	4	4	2	5	4	4	4	4	4	4	4	3	3	2	2	2	3	2	2	2	2	3	2	3	2	3	4	3	2	2	4	1	2	4
415	20	Male	R	4	2	2	4	2	5	4	5	4	5	2	5	2	1	4	4	2	3	5	3	2	2	2	4	3	2	2	2	5	2	2	2	4	2	2	2
416	22	Male	R	4	1	1	4	2	5	2	5	5	4	1	4	2	1	3	4	2	1	5	1	1	2	1	4	4	2	1	1	5	1	1	1	5	1	4	2
417	22	Female	R	3	1	1	4	2	5	5	5	4	4	5	4	2	1	2	3	1	2	5	1	2	2	1	4	4	1	1	1	4	2	1	1	4	1	2	1
418	21	Female	R	4	1	4	4	4	3	4	5	5	4	5	3	4	4	4	2	2	1	4	5	4	4	1	2	1	4	4	4	5	4	1	2	1	2	2	4
419	23	Male	L	5	1	1	4	1	5	5	5	4	4	2	3	2	1	2	3	3	4	4	2	1	2	2	4	3	1	1	1	5	1	1	3	4	1	3	2
420	24	Male	R	4	1	2	5	2	5	4	2	4	5	4	5	2	1	4	2	3	1	5	1	1	1	1	4	2	2	1	1	5	1	1	1	4	1	4	4
421	22	Female	L	4	1	2	5	2	5	4	5	2	4	2	4	2	2	2	3	2	1	5	4	2	2	1	5	2	2	2	2	5	4	2	3	4	2	4	2
422	20	Female	R	1	1	5	2	5	5	4	4	1	4	1	2	4	3	5	1	5	3	2	5	4	5	4	2	1	5	4	4	5	5	2	4	1	2	1	5
423	22	Male	R	4	1	1	5	1	5	5	5	5	5	2	5	2	1	2	5	2	2	5	1	1	1	1	5	5	1	1	1	5	1	1	1	5	1	4	1
424	21	Female	R	2	1	2	4	4	5	4	4	4	4	4	4	2	2	2	2	3	2	4	2	2	2	2	3	2	2	4	3	5	2	2	2	2	4	4	2
425	21	Male	R	2	1	4	4	2	5	5	2	1	4	2	3	2	2	4	3	5	3	4	1	1	5	1	4	2	1	2	2	5	1	2	3	2	1	2	5
426	18	Female	R	4	2	2	5	2	4	4	5	4	4	5	4	2	4	2	4	3	2	4	2	2	2	2	4	3	2	2	2	4	4	2	1	4	1	2	2
427	21	Male	R	2	1	1	4	1	5	2	5	4	2	4	4	1	1	1	4	3	1	4	1	1	1	1	3	2	1	1	1	5	1	1	1	5	1	3	1
428	18	Male	R	2	2	4	2	5	4	2	4	3	2	4	1	3	4	2	2	4	2	4	4	3	4	3	4	1	4	5	5	4	4	2	4	2	4	1	5
429	20	Female	L	3	2	2	3	2	5	5	5	4	4	4	4	2	2	4	2	3	2	4	2	2	4	2	3	2	5	2	3	3	2	2	2	4	2	2	4
430	23	Male	R	3	2	1	2	2	3	4	5	4	2	5	3	4	4	4	3	4	3	4	4	1	3	3	4	4	4	3	4	4	3	4	4	4	3	3	4
431	19	Female	R	4	1	1	5	2	5	5	3	2	4	4	4	3	2	2	4	2	3	4	2	2	2	1	2	2	2	1	2	2	2	2	1	3	2	2	3
432	21	Male	R	4	4	4	2	2	3	5	3	2	4	2	4	2	2	4	1	4	4	2	4	5	2	4	2	2	2	3	4	4	2	2	2	3	2	3	3
433	24	Female	R	4	4	5	5	1	5	2	4	2	5	4	5	4	1	4	2	4	2	5	2	4	4	2	2	2	2	3	3	4	2	4	4	4	1	2	5
434	19	Male	R	4	1	1	4	2	5	4	4	4	4	4	2	4	2	2	2	2	2	4	2	2	4	2	4	4	2	2	2	4	2	2	2	4	2	4	4
435	22	Male	R	4	1	1	4	2	5	2	2	4	4	2	4	2	1	4	4	2	1	5	2	2	2	1	2	2	2	2	2	4	1	1	1	5	1	1	2
436	22	Female	R	1	1	2	4	2	5	5	5	2	5	5	4	2	1	5	1	3	1	5	2	2	1	1	5	2	1	1	2	4	2	1	1	4	4	2	2
437	23	Male	R	2	1	3	3	4	5	4	4	2	4	2	2	2	1	4	3	2	2	4	4	1	4	2	4	2	3	1	3	4	1	3	2	4	1	3	2
438	18	Male	L	3	1	2	5	3	5	4	5	5	4	3	3	4	2	3	4	2	4	4	2	1	2	2	4	4	2	2	2	3	4	2	1	3	1	3	2
439	19	Female	L	2	1	4	2	2	5	4	5	4	5	5	4	1	1	5	1	4	4	5	4	3	2	2	4	1	1	4	5	5	1	4	2	3	2	4	4
440	21	Male	L	5	1	1	5	2	5	5	5	4	5	4	5	2	1	2	4	1	1	5	2	2	1	1	4	3	2	1	1	5	1	1	1	4	1	2	1
441	22	Female	R	2	3	4	3	3	4	4	4	2	3	4	2	2	2	5	2	4	4	4	5	3	4	3	3	2	4	3	3	2	3	4	3	2	3	1	4
442	24	Male	L	2	1	4	2	4	5	2	5	4	3	5	3	4	1	4	1	4	3	4	2	2	4	1	4	1	4	2	3	2	4	2	1	2	2	1	4
443	18	Female	L	1	2	5	1	4	5	5	4	1	4	2	1	4	1	5	1	5	2	4	4	4	5	5	1	1	2	4	5	4	4	3	3	1	5	1	4
444	19	Male	R	4	1	1	4	2	5	5	5	4	5	4	4	2	1	2	4	1	2	4	1	1	3	1	5	5	2	1	1	4	2	1	1	5	4	2	2
445	21	Female	R	2	1	2	3	2	5	5	5	4	4	1	4	2	1	4	2	2	1	4	1	1	3	1	4	2	1	1	1	5	1	1	1	5	1	3	2
446	22	Female	R	2	4	3	2	2	5	5	5	4	5	4	4	2	1	1	2	4	1	4	1	3	4	1	4	2	3	1	2	5	4	3	2	2	1	2	2
447	25	Female	R	3	1	4	4	2	4	5	5	3	3	2	4	2	2	4	2	4	2	5	2	3	4	3	3	2	3	2	3	3	2	2	2	2	2	2	4
448	20	Male	R	4	2	2	4	2	5	4	4	4	2	4	4	2	2	2	4	2	2	4	2	2	2	2	4	2	2	2	2	4	2	2	2	4	2	2	2
449	20	Female	R	1	2	4	1	4	5	4	4	2	2	4	3	2	2	5	2	3	2	4	4	4	5	3	1	1	4	2	4	3	5	4	2	1	2	1	5
450	20	Female	R	4	2	4	2	4	5	5	5	2	4	1	4	2	1	5	2	4	1	5	3	2	1	1	4	1	1	1	4	5	2	1	1	4	1	2	1
451	22	Female	R	2	5	2	4	4	5	2	5	2	1	4	2	4	4	1	2	2	1	4	2	4	4	1	1	1	4	4	4	5	1	2	2	1	4	1	4
452	22	Male	R	5	1	2	4	4	5	2	5	2	4	4	5	4	1	5	1	4	1	4	4	1	3	4	4	2	1	2	4	5	2	3	3	4	2	1	4
453	21	Male	R	2	1	4	5	3	5	5	5	2	4	2	5	4	2	4	2	3	1	5	1	2	3	1	5	4	1	1	1	5	2	1	1	4	1	2	2
454	23	Male	R	1	1	1	2	4	3	4	1	1	3	2	2	3	3	3	3	2	4	3	3	5	4	4	3	2	1	2	3	2	5	3	2	2	2	2	2
455	21	Male	R	3	1	2	4	2	5	4	5	3	4	2	4	3	2	2	3	2	2	4	1	1	2	1	4	3	2	1	2	5	1	2	2	4	1	3	2
456	19	Female	R	4	1	2	4	2	5	4	5	4	5	4	4	3	2	4	3	2	2	3	3	4	2	2	2	3	3	3	2	4	2	2	2	3	1	2	4
457	19	Female	R	4	1	2	4	1	5	5	4	2	4	5	2	1	1	5	2	4	1	5	2	1	4	1	4	1	3	1	2	5	1	1	1	5	1	4	2
458	20	Male	R	4	2	2	4	2	5	4	4	4	4	5	4	4	3	2	4	2	2	4	2	2	2	1	4	4	2	2	2	4	2	2	2	4	2	4	4
459	21	Male	R	4	1	4	1	4	5	2	5	4	2	1	1	5	1	2	1	4	3	5	5	4	4	5	2	1	2	1	4	5	1	2	4	2	1	2	4
460	21	Female	L	2	1	2	5	1	5	5	5	2	4	5	4	4	1	4	1	2	1	4	4	2	4	2	4	1	1	1	4	5	1	1	1	1	2	2	1
461	18	Male	R	2	1	4	2	4	5	5	5	2	2	1	1	1	4	5	1	5	1	4	4	4	4	5	1	2	2	4	4	2	4	5	2	2	4	2	5
462	23	Male	R	2	1	2	4	1	1	3	5	3	4	2	4	3	1	2	4	3	2	5	1	1	2	1	3	4	1	1	2	5	4	1	1	4	1	4	1
463	19	Female	L	4	1	2	4	2	5	5	5	5	4	1	4	2	1	4	2	3	1	5	4	2	2	1	5	2	2	2	1	5	2	1	1	4	1	4	2
464	20	Male	R	2	1	1	5	2	5	4	5	2	3	5	4	3	2	2	4	1	2	4	1	2	4	1	4	5	2	2	2	5	2	1	1	2	1	2	4
465	20	Male	R	4	2	2	4	2	5	3	5	4	4	3	4	2	1	2	4	3	2	5	3	1	4	1	4	2	2	1	3	5	1	2	1	3	2	2	4
466	23	Male	R	2	2	3	3	2	5	4	4	2	5	4	5	1	3	4	4	2	2	2	3	3	3	2	2	2	2	4	4	5	2	2	2	3	4	3	4
467	21	Male	R	2	1	5	2	4	5	5	4	4	5	5	2	2	1	4	2	4	2	4	5	2	5	4	2	3	2	1	4	3	5	2	4	1	4	1	4
468	25	Male	R	1	1	3	2	4	5	1	5	3	4	1	5	2	1	5	2	4	1	5	4	2	4	1	3	3	4	4	1	5	4	1	1	2	1	2	2
469	18	Male	R	5	1	2	5	2	5	3	5	5	3	4	4	2	1	3	4	2	1	5	1	2	5	2	5	3	3	2	2	4	2	1	1	2	3	2	4
470	22	Female	R	2	1	3	2	4	5	5	5	3	3	5	3	1	1	3	2	4	1	3	4	2	1	1	3	1	1	1	3	5	1	3	1	3	1	3	3
471	21	Male	R	5	3	3	4	3	5	5	3	5	3	2	2	2	2	2	4	3	2	4	2	2	2	1	2	4	4	2	2	2	1	2	3	4	2	4	2
472	19	Male	R	4	2	1	4	2	5	5	5	4	4	2	4	2	2	1	3	2	4	5	2	1	2	1	5	2	2	2	2	5	1	1	2	4	2	4	2
473	19	Female	R	2	1	2	5	1	5	5	5	4	5	5	2	4	1	1	4	2	4	5	2	1	2	1	4	3	1	1	1	5	1	1	1	2	1	2	1
474	21	Male	R	4	2	1	5	1	5	5	5	5	4	4	4	2	1	2	4	1	1	4	1	1	2	1	5	3	2	1	2	4	1	1	1	3	1	2	2
475	19	Male	L	4	1	2	4	2	5	4	4	2	4	5	2	4	1	2	3	2	1	4	2	2	2	2	3	1	2	2	2	3	2	1	1	4	2	2	2
476	19	Male	R	3	1	2	2	4	5	4	5	3	2	4	4	3	2	2	4	2	3	5	3	2	4	2	5	5	2	1	2	3	2	2	2	4	2	2	4
477	19	Male	R	2	2	3	3	4	5	5	4	1	4	5	1	5	1	5	2	3	1	4	1	1	1	2	2	1	3	3	2	5	1	1	1	2	1	1	2
478	20	Male	R	2	4	4	2	4	5	2	2	2	4	5	4	2	2	4	2	4	3	4	2	3	5	2	2	3	4	4	4	2	4	4	2	2	2	1	4
479	19	Male	R	3	1	2	4	2	5	4	5	4	5	4	4	2	3	2	4	2	1	5	2	2	2	1	4	4	2	1	2	5	1	1	1	5	1	4	2
480	23	Male	R	5	1	2	4	2	5	4	5	4	4	2	3	3	2	2	4	2	1	5	1	2	2	1	2	4	1	2	2	3	1	1	1	4	1	4	2
481	20	Male	R	3	1	3	4	4	5	5	5	5	4	2	2	3	2	3	2	3	2	3	2	2	3	1	3	2	3	2	4	3	4	1	1	4	1	2	2
482	22	Male	R	2	1	3	5	4	5	5	5	2	5	4	4	3	1	4	2	4	1	5	3	2	4	3	2	1	2	1	3	5	1	1	2	2	1	2	2
483	22	Male	R	2	2	4	4	4	4	5	4	3	3	1	3	3	2	4	1	4	3	4	4	2	4	2	3	1	4	3	4	4	3	3	5	2	2	2	5
484	22	Female	R	2	1	1	4	1	5	4	4	5	5	4	4	2	1	2	3	3	2	5	1	1	1	1	4	4	1	2	2	5	4	1	1	4	3	2	2
485	19	Female	R	5	1	1	4	2	5	5	5	5	5	2	5	2	1	2	4	2	1	5	2	1	2	1	5	4	2	2	1	5	1	1	1	5	1	4	2
486	19	Female	R	5	1	4	2	4	5	4	5	5	5	5	4	2	2	5	2	4	4	4	4	2	1	2	4	1	2	4	4	2	4	2	4	4	3	4	2
487	21	Female	R	2	1	2	3	2	3	4	5	4	4	2	3	2	4	2	3	2	3	4	3	2	3	1	3	1	2	3	3	2	2	2	4	2	3	4	4
488	20	Male	R	3	2	3	3	3	4	4	4	3	4	3	4	3	2	3	3	3	3	4	2	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3
489	20	Female	R	2	1	2	3	2	5	5	5	4	3	5	3	3	2	2	2	3	1	4	1	2	3	1	4	3	4	1	1	3	1	1	1	3	1	2	4
490	18	Female	R	3	1	3	3	2	5	5	2	3	4	5	1	2	3	2	2	3	4	5	3	2	4	3	2	1	2	1	1	4	3	1	1	3	2	5	2
491	19	Male	R	2	2	3	4	5	5	5	4	4	4	3	3	4	1	4	2	4	3	4	4	2	4	4	3	2	2	1	4	4	4	2	4	2	2	3	4
492	21	Female	R	2	1	1	4	2	5	4	4	5	4	4	2	2	3	2	4	2	2	3	2	2	2	1	4	3	2	2	2	4	4	2	2	3	1	4	2
493	23	Male	R	2	1	3	5	2	5	5	5	4	5	1	5	2	1	4	2	3	1	5	3	1	2	2	4	3	1	1	2	5	1	1	2	4	1	2	1
494	22	Male	R	2	2	3	2	4	4	4	5	4	4	4	4	2	2	2	4	3	4	4	2	2	2	2	4	2	2	2	2	3	2	2	2	2	2	4	2
495	18	Female	R	4	1	2	4	4	5	5	5	4	4	4	3	2	2	2	3	3	2	4	2	2	2	1	4	2	2	2	1	4	2	1	2	4	1	4	2
496	25	Male	R	2	2	4	2	4	5	4	4	3	4	4	4	2	4	4	2	3	2	4	2	2	2	1	3	2	2	2	3	4	4	2	2	2	2	4	2
497	24	Female	R	5	1	1	4	2	5	5	5	5	4	2	5	2	1	1	5	2	1	5	1	1	2	1	5	4	2	2	2	5	1	1	2	5	1	3	2
498	21	Male	R	2	1	2	5	3	5	4	5	2	2	2	5	2	1	2	4	2	1	4	2	1	2	1	5	3	2	2	5	3	1	1	1	4	1	2	2
499	23	Male	R	3	1	4	4	3	5	2	2	2	4	5	2	4	3	3	2	4	2	4	4	2	4	3	2	3	3	2	3	4	3	2	2	2	2	2	2
500	23	Male	R	4	2	2	4	2	5	4	4	4	5	3	4	2	2	2	4	2	2	5	2	1	2	1	4	4	1	2	2	3	2	2	2	4	1	4	2
501	20	Female	R	4	1	2	4	2	5	3	5	5	5	5	4	2	1	4	3	2	1	5	1	1	2	1	4	2	2	1	1	5	1	1	1	4	1	3	2
502	19	Male	R	2	1	5	2	5	5	4	5	4	4	2	5	5	3	5	1	5	3	3	5	4	5	3	4	2	4	5	5	3	4	3	5	4	1	2	3
503	21	Female	R	4	1	2	5	2	5	5	5	3	5	2	4	2	1	2	4	2	2	4	1	1	2	2	4	5	2	1	1	5	2	1	1	4	1	3	1
504	19	Male	R	4	1	5	2	5	5	5	5	5	5	1	1	4	2	5	1	4	2	5	2	1	1	5	4	1	1	3	4	5	1	2	1	5	1	1	1
505	21	Male	R	4	1	3	4	2	5	2	5	5	3	4	2	2	1	4	2	3	1	4	2	3	4	1	3	3	2	1	2	3	2	1	1	3	2	2	4
506	22	Female	R	2	1	3	5	2	5	5	5	3	5	5	3	1	1	4	2	3	1	4	4	1	3	3	2	2	2	1	3	5	1	1	1	2	3	2	2
507	22	Female	R	4	1	4	4	4	5	5	5	4	4	4	3	2	2	2	2	2	2	3	2	2	4	3	4	2	2	2	2	4	2	1	2	4	2	3	4
508	25	Female	R	5	1	1	5	2	5	5	5	5	5	2	5	2	1	4	2	4	2	4	2	1	2	4	3	2	1	2	3	5	1	2	3	5	1	5	2
509	20	Male	R	4	1	3	2	4	4	4	5	4	5	4	4	4	2	5	2	3	2	4	4	5	4	2	4	1	2	2	2	4	4	3	1	2	2	2	4
510	19	Male	R	1	4	5	1	4	2	4	2	2	3	2	3	3	4	5	2	4	3	3	3	4	4	3	2	2	4	4	4	2	4	3	4	1	2	1	4
511	20	Male	R	2	2	4	2	4	5	5	5	2	5	2	4	2	1	4	2	2	1	4	2	2	2	1	5	2	2	1	3	4	2	2	2	4	2	3	2
512	20	Male	R	4	1	3	3	2	5	4	5	3	4	2	2	3	1	3	2	4	1	4	2	2	4	1	3	3	1	1	1	4	1	1	1	2	1	2	3
513	21	Male	R	2	1	2	4	4	1	5	5	2	4	2	2	2	4	2	3	3	4	5	4	2	2	4	4	5	2	4	2	5	2	1	2	2	2	1	3
514	22	Female	R	4	1	2	4	4	5	5	5	4	3	4	2	2	1	2	4	2	2	5	2	2	2	1	4	4	1	1	2	4	1	1	1	4	1	3	2
515	18	Female	R	4	1	3	4	4	5	2	4	3	4	5	2	2	3	4	4	2	3	4	3	3	4	1	3	4	2	2	2	3	2	1	2	3	4	2	3
516	23	Male	R	4	2	5	2	5	1	2	4	3	5	4	5	5	2	5	1	5	4	5	4	4	3	5	3	2	1	2	5	4	2	5	4	2	5	2	3
517	23	Male	R	3	1	2	5	2	5	5	5	4	5	2	3	3	2	4	1	4	2	3	2	2	2	4	3	1	2	2	2	5	2	3	1	4	1	4	2
518	23	Female	R	2	1	3	2	2	5	5	5	3	5	2	4	1	1	2	2	3	1	4	3	2	2	1	3	3	2	1	3	5	1	1	1	4	1	2	4
519	19	Female	R	3	1	2	3	4	5	5	5	4	4	4	3	2	3	3	2	3	3	4	2	2	2	1	4	2	2	2	3	4	2	1	1	3	1	4	2
520	20	Female	R	1	2	4	2	5	5	4	2	2	2	2	2	4	3	5	1	5	1	4	4	4	4	3	2	2	2	1	2	5	4	3	3	3	1	1	4
521	22	Female	R	2	1	3	4	4	5	4	3	2	5	4	2	2	2	4	1	4	2	4	4	3	3	2	2	2	4	3	4	2	4	3	5	2	1	2	4
522	22	Female	R	4	4	2	4	4	5	4	2	3	5	5	3	4	2	2	2	4	2	4	4	4	2	5	2	1	3	2	4	3	2	3	2	2	4	2	5
523	23	Female	R	2	2	2	4	2	5	4	5	2	4	4	4	4	1	2	4	3	2	4	2	2	2	1	4	4	2	1	2	4	2	2	1	4	1	3	2
524	19	Female	R	4	5	1	4	2	5	5	5	4	5	2	5	1	1	2	4	1	1	5	1	1	1	1	5	2	1	1	1	5	1	1	1	5	1	4	1
525	21	Female	R	4	1	1	4	2	5	5	5	4	5	3	4	2	2	3	4	2	1	4	3	1	2	2	4	3	1	2	1	5	1	1	1	4	1	3	1
526	19	Male	R	4	1	1	4	2	5	5	5	4	5	2	2	2	2	2	4	2	2	5	2	1	2	1	5	4	1	1	2	5	1	1	1	5	1	3	4
527	21	Female	R	4	3	1	4	4	5	5	5	4	5	3	4	3	2	2	4	2	3	4	2	2	2	1	4	4	2	2	2	3	3	2	2	4	2	3	3
528	19	Female	R	4	1	2	4	2	5	4	4	4	3	4	3	2	2	4	3	2	2	4	2	2	2	2	4	4	2	2	2	5	2	2	1	4	2	2	2
529	21	Male	L	5	1	1	5	4	5	5	4	4	5	3	4	1	2	4	5	1	3	4	1	1	3	1	4	1	3	1	1	5	1	1	1	4	2	3	4
530	19	Female	R	4	1	1	5	2	5	5	5	4	5	3	4	1	1	2	4	2	1	5	2	1	3	1	5	3	2	1	1	4	2	1	1	4	1	3	1
531	21	Female	R	3	1	1	4	2	5	5	5	4	4	3	3	2	2	1	3	2	1	3	4	1	1	1	5	3	3	1	1	5	1	1	1	5	3	4	2
532	23	Male	R	2	3	4	2	4	5	4	2	2	4	2	4	2	4	5	2	4	3	4	5	2	4	4	2	2	5	4	4	5	4	4	4	2	4	3	5
533	18	Female	R	4	3	3	4	4	5	4	5	5	5	5	2	2	3	2	4	2	2	4	1	4	4	1	1	2	2	3	2	2	4	3	1	3	2	4	1
534	19	Male	R	4	1	1	2	4	5	5	4	4	4	1	4	2	1	1	3	1	1	5	4	2	2	1	4	2	1	1	1	5	1	1	1	4	1	2	4
535	18	Female	R	2	2	2	4	2	5	4	4	2	4	4	2	4	3	4	1	4	2	4	4	4	4	4	2	2	3	3	3	4	4	4	2	3	1	2	2
536	22	Female	R	2	2	4	2	4	5	4	4	3	3	4	4	2	2	4	2	4	3	4	2	3	4	4	2	2	4	4	4	3	4	4	3	2	3	2	4
537	24	Female	R	2	3	5	3	4	4	4	4	2	3	4	1	4	4	2	2	4	4	3	4	4	4	4	3	2	2	3	4	2	4	4	3	3	4	2	3
538	23	Male	R	4	1	2	4	2	5	4	5	4	4	2	3	2	2	2	4	3	2	5	2	2	1	1	4	4	2	1	2	4	2	1	2	3	1	4	2
539	21	Female	R	4	1	2	3	2	5	5	5	5	5	2	4	1	1	1	3	1	1	5	1	2	1	1	5	2	1	1	3	5	2	1	1	5	1	2	1
540	23	Male	R	5	1	1	5	2	5	2	5	4	4	2	3	2	1	2	4	2	1	4	1	1	1	1	5	3	1	1	1	4	1	1	1	5	1	4	1
541	23	Female	R	4	1	1	4	1	5	4	4	4	4	2	4	3	1	1	3	2	1	4	2	2	4	1	5	3	2	1	1	4	1	1	1	3	1	3	2
542	20	Female	R	2	1	2	4	2	5	1	4	4	5	5	3	1	1	1	3	2	1	5	1	1	2	1	3	3	1	1	1	5	1	1	1	5	1	2	1
543	22	Female	R	4	1	1	4	1	5	5	5	4	2	2	5	2	2	4	4	2	1	4	1	1	1	1	4	4	1	1	2	5	2	1	1	4	1	4	1
544	19	Female	R	2	1	4	4	5	5	5	4	2	5	3	2	3	1	5	1	4	1	5	3	4	2	4	4	1	2	1	4	5	3	4	4	4	4	2	4
545	20	Female	R	4	1	4	5	4	5	5	5	5	5	4	5	2	1	2	2	4	1	5	2	1	1	1	5	5	1	1	1	5	2	1	1	4	1	2	4
546	20	Male	R	4	1	1	3	2	5	3	2	4	3	1	4	3	1	4	5	1	1	3	2	1	1	1	2	5	1	1	1	2	1	4	1	2	1	1	3
547	20	Female	R	2	1	4	2	4	5	4	4	2	5	5	2	4	1	5	2	4	2	4	5	2	4	1	3	1	2	4	4	5	3	2	3	4	1	4	4
548	21	Male	R	4	1	1	4	2	5	5	5	4	5	3	4	2	1	2	4	1	2	4	1	1	1	1	5	4	1	1	1	4	1	1	1	5	1	2	1
549	23	Male	R	2	1	1	4	2	5	4	3	3	4	2	3	3	1	2	3	2	2	4	2	2	3	1	2	2	2	1	4	5	1	1	3	4	1	4	2
550	22	Female	R	2	1	2	2	2	5	5	4	2	4	5	2	3	1	4	1	3	4	4	2	2	1	1	2	1	1	1	2	4	1	1	1	4	3	2	1
551	21	Female	R	1	1	3	2	4	5	4	5	1	2	5	3	4	1	5	1	3	1	4	2	2	4	1	4	1	4	2	3	5	2	1	1	1	1	1	4
552	22	Female	L	4	1	1	5	1	5	5	2	5	4	4	5	2	1	1	5	1	4	5	1	1	1	1	2	5	1	2	1	4	1	1	1	5	1	4	1
553	19	Female	R	4	1	3	4	2	5	4	5	4	5	5	4	2	2	2	2	2	1	4	2	1	2	2	3	2	2	1	2	4	5	1	2	4	1	2	2
554	29	Male	R	3	4	1	4	2	5	5	4	4	5	4	5	2	1	4	2	3	2	5	4	2	2	3	3	2	2	2	3	5	3	1	2	4	1	4	4
555	19	Male	R	4	1	3	4	2	5	3	5	4	3	2	4	3	2	2	4	1	1	4	2	3	2	1	4	2	3	1	1	5	1	1	1	4	1	4	2
556	24	Female	R	5	1	1	5	1	5	5	5	5	5	4	4	2	1	2	4	2	4	4	2	1	1	1	5	4	2	2	2	4	1	1	1	5	1	4	1
